"","mutated_alleles","product","paramset","mean_product","sd_product","cv_product","fano_product","gini_product","bimodality_coef","HDTpval"
"71",2,"Aprime1",6,661.879518072289,114.532244311714,0.173038311054211,19.8184661169473,0.0976099275233945,0.356956978675645,0.99487285962035
"72",2,"B1",6,180.777108433735,128.508096374935,0.710825553261383,91.3468387042805,0.387915872271189,0.533014748404869,0.921412820403309
"73",0,"A1",7,889.936746987952,128.83186156749,0.144763562542955,18.6501592495506,0.0820925516726581,0.381445016749268,0.971280377125171
"74",0,"Anonsense1",7,0,0,0,0,0,NA,1
"75",0,"Aprime1",7,0,0,0,0,0,NA,1
"76",0,"B1",7,1188.57228915663,143.43466216839,0.120677098655211,17.3092788770716,0.0674763530063313,0.321733150895435,0.934150664330068
"77",1,"A1",7,441.268072289157,92.8236013710914,0.210351719698111,19.525604176981,0.118356264747616,0.339178441533105,0.942256565010733
"78",1,"Anonsense1",7,431.731927710843,101.519916661964,0.235140277434339,23.8714213690053,0.133651082016051,0.405358932299642,0.946066711874456
"79",1,"Aprime1",7,45.7048192771084,60.8052975184864,1.33010035870216,80.8771480403305,0.62430283496944,0.667748321694627,0.0354795963294635
"80",1,"B1",7,1134.18072289157,184.702644643894,0.162849722640125,30.0787744511557,0.0896923983345822,0.376678457150968,0.640977674456945
"81",2,"A1",7,0,0,0,0,0,NA,1
"82",2,"Anonsense1",7,901.542168674699,137.381428245242,0.152383226416277,20.9346252856862,0.0851596907044551,0.329202596299318,0.859319195666471
"83",2,"Aprime1",7,76.1325301204819,73.9039175499425,0.970599708638559,71.7311208412223,0.494582829913845,0.574901225629681,0.856970390542104
"84",2,"B1",7,1.37951807228916,10.51601867199,7.56810500108532,79.586333502994,0.568118041787403,0.849653718614304,1
"85",0,"A1",8,467.180722891566,77.795322839289,0.166517268060875,12.9542646271122,0.0941533446377187,0.372847714350781,0.909524166071666
"86",0,"Anonsense1",8,0,0,0,0,0,NA,1
"87",0,"Aprime1",8,0,0,0,0,0,NA,1
"88",0,"B1",8,269.090361445783,113.290356169788,0.420996670391367,47.6948627349328,0.236368088614075,0.451741891744121,0.994053013094267
"89",1,"A1",8,243.349397590361,50.0168391547464,0.205526639406538,10.2797928652124,0.116223312459938,0.388799532780116,0.958620033169179
"90",1,"Anonsense1",8,243.671686746988,50.793141705118,0.208440537256523,10.5873497459615,0.117883099410235,0.384738087398748,0.888372108281725
"91",1,"Aprime1",8,64.9277108433735,48.486216469149,0.746657309588497,36.2025879409802,0.396258003505249,0.53387305975581,0.855017173649208
"92",1,"B1",8,248.864457831325,108.958415258283,0.437804731782196,47.7025097675657,0.244425486891209,0.436762167365604,0.937790048309143
"93",2,"A1",8,0,0,0,0,0,NA,1
"94",2,"Anonsense1",8,497.027108433735,74.1576005280975,0.149199323893106,11.0642638603272,0.0844170841034463,0.379018088922491,0.664559368762943
"95",2,"Aprime1",8,93.7319277108434,57.9284677540596,0.617956864859297,35.7972943194016,0.327576593614929,0.521227520663808,0.991419858957554
"96",2,"B1",8,16.7560240963855,39.2396478526582,2.34042654520088,91.8375134586959,0.786956988258377,0.80175071590313,0.199645097541307
"97",0,"A1",9,57.6566265060241,11.4929185371064,0.19929930418083,2.29053066745227,0.109974250498966,0.337950993273696,0.179584920772298
"98",0,"Anonsense1",9,0,0,0,0,0,NA,1
"99",0,"Aprime1",9,0,0,0,0,0,NA,1
"100",0,"B1",9,93.8885542168675,11.7469384718874,0.125102442416278,1.46957069374685,0.0689395999386556,0.303324293468399,0.15665900446486
"101",1,"A1",9,29.5572289156627,8.39218321568869,0.283833944656312,2.38198646638741,0.155450486024928,0.389686895260178,0.0884087722577303
"102",1,"Anonsense1",9,30.1957831325301,8.84582173824059,0.292851925057824,2.5905159247621,0.162139045706821,0.435961407837882,0.169554832387794
"103",1,"Aprime1",9,3.59939759036145,4.8629929613717,1.34731429265589,6.55197992194107,0.499114335534673,0.698989394361688,0
"104",1,"B1",9,90.4246987951807,13.188743423132,0.145837201857688,1.92340943684855,0.0802813600132418,0.28941277305084,0.290514205026231
"105",2,"A1",9,0,0,0,0,0,NA,1
"106",2,"Anonsense1",9,61.1807228915663,12.146531914185,0.198502834093158,2.41112100936871,0.110666070599001,0.38444294100939,0.404280223866383
"107",2,"Aprime1",9,6.94879518072289,6.65010949142588,0.955640929028616,6.35511681252824,0.430270913133398,0.586492863032232,4.49156934667627e-05
"108",2,"B1",9,2.5,5.91710102940156,2.35741076868588,13.9490376861136,0.606645169317546,0.80278266463184,9.63101088169438e-06
"109",0,"A1",10,784.129518072289,122.12760686544,0.155747292478863,19.0210441062153,0.0880686709502447,0.369572968573015,0.9921721887109
"110",0,"Anonsense1",10,0,0,0,0,0,NA,1
"111",0,"Aprime1",10,0,0,0,0,0,NA,1
"112",0,"B1",10,1209.79518072289,103.950314535899,0.0859231851476991,8.93174212202958,0.0478310711401569,0.341954224446274,0.991933353868568
"113",1,"A1",10,406.849397590361,83.5317200072532,0.20530856728878,17.1497777578567,0.11418671451088,0.303369181383199,0.983765928507802
"114",1,"Anonsense1",10,404.153614457831,92.2878585668774,0.228342817773633,21.0732696714553,0.129161537646449,0.377145181057068,0.860757239620166
"115",1,"Aprime1",10,41.0210843373494,56.289252230292,1.37186850260873,77.2214521701358,0.622838929368107,0.70307355418586,0.290514205026231
"116",1,"B1",10,1176.95180722892,137.736988615905,0.117027577080176,16.119026052039,0.0618130084005861,0.416389094039805,0.967869051049742
"117",2,"A1",10,0,0,0,0,0,NA,1
"118",2,"Anonsense1",10,803.144578313253,122.522617188756,0.152551726027724,18.6910367295788,0.0870018639823589,0.419895379602022,0.950996600249442
"119",2,"Aprime1",10,76.8915662650602,69.402719336607,0.902487721737596,62.6351020564882,0.442945098258463,0.565407582874245,0.588768432629746
"120",2,"B1",10,24.8373493975904,84.0140474671054,3.38120763397213,284.068938656674,0.87444906696031,0.80163504363266,0.686266367705703
"121",0,"A1",11,239.30421686747,37.5339634353651,0.156839672655767,5.88681453867619,0.0883906516377741,0.363378648622298,0.948387078130565
"122",0,"Anonsense1",11,0,0,0,0,0,NA,1
"123",0,"Aprime1",11,0,0,0,0,0,NA,1
"124",0,"B1",11,370.984939759036,33.5081234096666,0.0903196238510164,3.02644110231452,0.0511143351533893,0.385137669322039,0.24498862464614
"125",1,"A1",11,120.852409638554,26.8285238517011,0.221975748555182,5.95528166461192,0.12361548530049,0.323950070814086,0.24259254146824
"126",1,"Anonsense1",11,118.343373493976,26.3800285750109,0.222892071397978,5.87989921262202,0.12570857859787,0.395825695892578,0.787037835320805
"127",1,"Aprime1",11,10.9066265060241,15.9318891506444,1.45941506213964,23.2512389947894,0.604900502592205,0.68380562291848,0
"128",1,"B1",11,358.096385542169,49.5053146667072,0.138241921019523,6.84370980020157,0.0733341013778314,0.371472347872944,0.954127653055762
"129",2,"A1",11,0,0,0,0,0,NA,1
"130",2,"Anonsense1",11,247.394578313253,41.3511712807134,0.167139878989452,6.91142976393053,0.093912592419224,0.341250132085977,0.887334034968017
"131",2,"Aprime1",11,21.1325301204819,22.8531479367378,1.08090885085692,24.7021698747624,0.49260351148743,0.592722521662139,0.0608582303710086
"132",2,"B1",11,6.37650602409639,21.3414151887067,3.34164175343846,71.3153640720479,0.783812670034979,0.797869744829026,0.404280223866383
"133",0,"A1",12,196.825301204819,33.3935549016939,0.169652266119408,5.66529226285525,0.0944468210550414,0.302744274010256,0.889442621386483
"134",0,"Anonsense1",12,0,0,0,0,0,NA,1
"135",0,"Aprime1",12,0,0,0,0,0,NA,1
"136",0,"B1",12,221.319277108434,39.9543605425499,0.180519997465023,7.21256106385773,0.102271788685701,0.39063850062424,0.396904665181815
"137",1,"A1",12,99.3614457831325,23.4286618244032,0.235768551416005,5.52374165995499,0.130909291427414,0.328203272313079,0.508676153684296
"138",1,"Anonsense1",12,97.3222891566265,24.7455031198255,0.254237348512427,6.29123110079043,0.142718193793463,0.376698012091492,0.894081511507109
"139",1,"Aprime1",12,8.42771084337349,12.6569022832833,1.50003982338686,18.985857465641,0.587312829593133,0.539321883472046,4.49156934667627e-05
"140",1,"B1",12,220.75,41.4169809884713,0.187610894131506,7.7702768354747,0.105441897716782,0.350955597345788,0.946888508256828
"141",2,"A1",12,0,0,0,0,0,NA,1
"142",2,"Anonsense1",12,198.707831325301,33.1445000581453,0.166791776244215,5.52823003742454,0.0942731606939953,0.386950356377429,0.536207874571794
"143",2,"Aprime1",12,16.7198795180723,18.3587075082961,1.09736041365177,20.1461188654157,0.519474634898595,0.654607264114407,0.0113004965958484
"144",2,"B1",12,3.20481927710843,14.2071502666213,4.41926871839587,62.7852147508292,0.707783857493009,0.852503080743663,0.0193267839970388
"145",0,"A1",13,553.623493975904,86.7755018672387,0.156738172114665,13.6010335470037,0.088233374478717,0.337727285416514,0.919593128413772
"146",0,"Anonsense1",13,0,0,0,0,0,NA,1
"147",0,"Aprime1",13,0,0,0,0,0,NA,1
"148",0,"B1",13,794.774096385542,89.6533447634704,0.112802137298908,10.1130889053153,0.0635656438552995,0.358209130231028,0.991257193064938
"149",1,"A1",13,304.421686746988,61.8042657298272,0.2030152195727,12.5472065776703,0.11478101756137,0.367282279549195,0.978631544583489
"150",1,"Anonsense1",13,295.882530120482,69.3003537453359,0.234207851469309,16.2306869567582,0.13279246952809,0.394534663863432,0.865702419004457
"151",1,"Aprime1",13,157.16265060241,94.8858945337647,0.603704869581871,57.2830765846656,0.334296278620481,0.445179996298955,0.964436186732944
"152",1,"B1",13,768.668674698795,117.565583088501,0.152945030164351,17.9810716517603,0.0826158624243776,0.380044207089497,0.84605535496416
"153",2,"A1",13,0,0,0,0,0,NA,1
"154",2,"Anonsense1",13,637.80421686747,89.4162044915173,0.140191613994858,12.5354020249601,0.0789119189469411,0.34291016270284,0.840101699194373
"155",2,"Aprime1",13,257.35843373494,90.5380750868921,0.351783914495653,31.8498384649682,0.196564175676767,0.387383313275326,0.993739542363706
"156",2,"B1",13,277.503012048193,161.259909149972,0.581089542287724,93.7064467973173,0.329915261448116,0.43805309502348,0.69908706395627
"157",0,"A1",14,702.828313253012,113.598157694513,0.161627725114665,18.3606118053811,0.0916561169594177,0.391483663870654,0.994573241115198
"158",0,"Anonsense1",14,0,0,0,0,0,NA,1
"159",0,"Aprime1",14,0,0,0,0,0,NA,1
"160",0,"B1",14,895.623493975904,134.350152791602,0.150005726332536,20.1532922523914,0.0852201734892161,0.418095483632798,0.981390364880356
"161",1,"A1",14,408.834337349398,72.2337989980207,0.176677997954732,12.7621229916348,0.0989473271766373,0.331757645905352,0.690992891669045
"162",1,"Anonsense1",14,402.030120481928,81.9564709974388,0.203851473577306,16.7069473820237,0.115609246546295,0.392707062433628,0.986989610634864
"163",1,"Aprime1",14,340.855421686747,139.421539730808,0.409022244148118,57.0265110632811,0.2303195123484,0.385261208517667,0.990918305788656
"164",1,"B1",14,849.653614457831,132.434777490699,0.155867304704116,20.6422518165646,0.0881870464042085,0.386952121986747,0.852181858804683
"165",2,"A1",14,0,0,0,0,0,NA,1
"166",2,"Anonsense1",14,865.569277108434,98.2061369632275,0.113457125835194,11.1421860392252,0.0638165782305031,0.343102382274784,0.710020154042341
"167",2,"Aprime1",14,505.629518072289,118.605077645401,0.234564493886027,27.8205400102063,0.131830996377469,0.336124161815403,0.961779745497754
"168",2,"B1",14,582.569277108434,161.673455967362,0.277513228362344,44.8665227059999,0.155411099610188,0.384670860763491,0.76452181734522
"169",0,"A1",15,226.578313253012,39.9777492439047,0.176433412076575,7.05341070624382,0.0989978230461153,0.351564006586302,0.886659287314108
"170",0,"Anonsense1",15,0,0,0,0,0,NA,1
"171",0,"Aprime1",15,0,0,0,0,0,NA,1
"172",0,"B1",15,303.810240963855,41.4213864365068,0.136335177357175,5.64719206620121,0.0768086427153718,0.358715716569521,0.951725310749123
"173",1,"A1",15,116.409638554217,26.247042080887,0.225452014856271,5.91744852115328,0.12562775473366,0.340142882163653,0.524694609473386
"174",1,"Anonsense1",15,114.234939759036,29.0141998102791,0.253964857187333,7.36858711122229,0.142579518765112,0.361303419788893,0.390850976271285
"175",1,"Aprime1",15,11.039156626506,17.6094326346869,1.5937354523913,28.0647770863968,0.627659750837224,0.654929383434505,0.000102758601263409
"176",1,"B1",15,242.21686746988,74.809736218342,0.308841611996838,23.104359526731,0.171244944109922,0.462729215395584,0.991097431920405
"177",2,"A1",15,0,0,0,0,0,NA,1
"178",2,"Anonsense1",15,232.825301204819,35.133318271679,0.15089343450018,5.30138705940155,0.0849278086195096,0.352310407853296,0.892467984508631
"179",2,"Aprime1",15,18.7259036144578,21.1939723253391,1.13119563173801,23.9745289135998,0.515491650523302,0.638695970556699,0.0354795963294635
"180",2,"B1",15,0.0783132530120482,0.716579352229291,8.11406360641625,5.81437044303302,0.0715319378070943,0.887761636067784,1
"181",0,"A1",16,269.240963855422,44.7425911736145,0.166174302713507,7.43506888987091,0.0929588841321594,0.327314239158102,0.911222545261901
"182",0,"Anonsense1",16,0,0,0,0,0,NA,1
"183",0,"Aprime1",16,0,0,0,0,0,NA,1
"184",0,"B1",16,236.509036144578,62.8907116349013,0.265901268075766,16.7227199739076,0.149717088332277,0.365746083903526,0.943601322727342
"185",1,"A1",16,136.834337349398,31.3852337243837,0.229349890045135,7.19819990372825,0.128949902887264,0.366196539211956,0.0253414908549587
"186",1,"Anonsense1",16,136.78313253012,32.4424838744836,0.23716456575289,7.69420760003705,0.133677548599435,0.381298068283008,0.854650945481791
"187",1,"Aprime1",16,23.644578313253,24.7040525462595,1.04436664307047,25.8000884279734,0.521316259906406,0.608563602721726,0.054735887729515
"188",1,"B1",16,224.346385542169,63.7557453287539,0.284171743873859,18.1175813320496,0.160151224425873,0.381323084340105,0.991830220641197
"189",2,"A1",16,0,0,0,0,0,NA,1
"190",2,"Anonsense1",16,278.885542168675,45.411034852909,0.162824527419103,7.39403028953732,0.0916005339884753,0.35132557878172,0.929904716354482
"191",2,"Aprime1",16,43.3704819277108,33.4672780950335,0.771482395027406,25.8194158598047,0.396344525478194,0.536825906656344,0.778711599506916
"192",2,"B1",16,34.1295180722892,56.1685376749338,1.64526451591962,92.4121019476627,0.708224908551293,0.721106462275975,0.054735887729515
"193",0,"A1",17,754.307228915663,128.952070332559,0.170952041646892,22.0446196979446,0.097587901473898,0.432812616798673,0.948387078130564
"194",0,"Anonsense1",17,0,0,0,0,0,NA,1
"195",0,"Aprime1",17,0,0,0,0,0,NA,1
"196",0,"B1",17,1235.88253012048,82.9959125895371,0.0671546356716358,5.5735602721853,0.0375285676793796,0.334858039896745,0.932688944535194
"197",1,"A1",17,392.801204819277,85.154504673668,0.216782270029302,18.4599868263785,0.122598116072618,0.377479418739849,0.971280377125171
"198",1,"Anonsense1",17,386.798192771084,91.5133833494942,0.236585948952877,21.6507806416285,0.133490637943427,0.36465082942829,0.992939872132683
"199",1,"Aprime1",17,78.894578313253,75.8243181391814,0.960962212333955,72.8643045077414,0.495716362149825,0.579166266249528,0.864392614735104
"200",1,"B1",17,1175.31325301205,156.299845672866,0.132984560011308,20.7854662066414,0.0652814568596611,0.576541213975038,0.992461546308341
"201",2,"A1",17,0,0,0,0,0,NA,1
"202",2,"Anonsense1",17,798.012048192771,113.433770977646,0.142143655347033,16.1238908465608,0.0796389666146718,0.343392273231103,0.985730246714548
"203",2,"Aprime1",17,156.021084337349,94.7669243294142,0.607359262623093,57.5575692817715,0.332374846684892,0.496727454454345,0.380559705123385
"204",2,"B1",17,106.527108433735,170.693084723073,1.60219370726814,273.483386217495,0.720138375851371,0.693433746667927,0.054735887729515
"205",0,"A1",18,500.596385542169,78.2783768158643,0.156367116114763,12.2401640368414,0.087676340382246,0.329315079267847,0.972913969893686
"206",0,"Anonsense1",18,0,0,0,0,0,NA,1
"207",0,"Aprime1",18,0,0,0,0,0,NA,1
"208",0,"B1",18,772.713855421687,73.3428363942084,0.0949146786133374,6.96131174494687,0.0531621645669074,0.353428013144793,0.789052247211261
"209",1,"A1",18,253.521084337349,57.6258075264935,0.227292868947842,13.0979351181329,0.127007087532863,0.320655767784667,0.933739766138882
"210",1,"Anonsense1",18,257.590361445783,56.4275406059999,0.219050704313069,12.3604925123986,0.123983189899794,0.387774353247853,0.880586558428926
"211",1,"Aprime1",18,19.8192771084337,30.3280730343581,1.5294593377516,46.3855544984117,0.649663759203481,0.660733489564343,0.000456453884410291
"212",1,"B1",18,710.69578313253,128.364759190768,0.180615892310575,23.1847155224727,0.0946911909646433,0.537925807555766,0.993908334295546
"213",2,"A1",18,0,0,0,0,0,NA,1
"214",2,"Anonsense1",18,518.557228915663,80.8192925251245,0.155851137554758,12.5957786764114,0.0882422922138485,0.378640954256986,0.936891719352282
"215",2,"Aprime1",18,41.6596385542169,40.579880537043,0.973847672910435,39.5186222279828,0.495093060230756,0.646209302343578,0.872251440351224
"216",2,"B1",18,1.53915662650602,7.80666903754725,5.03930261406456,39.3401676880487,0.585005502436793,0.87303340701492,1
"217",0,"A1",19,24.3253012048193,5.97751766468826,0.245631546302969,1.46826690703069,0.133140554606628,0.360471988866208,0.00310872819068186
"218",0,"Anonsense1",19,0,0,0,0,0,NA,1
"219",0,"Aprime1",19,0,0,0,0,0,NA,1
"220",0,"B1",19,14.8795180722892,7.23644283491521,0.486009204581506,3.51697782619668,0.256985072307439,0.459002211792842,0.0193267839970388
"221",1,"A1",19,12.8493975903614,4.4377091472837,0.345094637295445,1.53142962860455,0.180059952729579,0.379986641099647,2.02017846069324e-05
"222",1,"Anonsense1",19,12.2620481927711,4.54989187057497,0.370752444832731,1.68688353474024,0.192476241554909,0.404179021181321,2.02017846069324e-05
"223",1,"Aprime1",19,0.94578313253012,1.59400699409924,1.66774965977861,2.65840462209372,0.363515983438398,0.756706056466624,0
"224",1,"B1",19,14.0120481927711,6.9041674457183,0.492379383582326,3.39946971107194,0.252851292811696,0.38737483487956,0.000913164964337354
"225",2,"A1",19,0,0,0,0,0,NA,1
"226",2,"Anonsense1",19,25.3975903614458,6.74828345014732,0.265601080391605,1.79235137514791,0.142950624955321,0.340437926069151,0.0193267839970388
"227",2,"Aprime1",19,1.6355421686747,2.0936536260254,1.27231842846762,2.66379409122018,0.395507745266781,0.65491302864299,0
"228",2,"B1",19,0.0873493975903614,0.618122260000231,6.34952321534891,3.9247816397954,0.0786553415879585,0.81409158235424,1
"229",0,"A1",20,198.126506024096,32.5054811435174,0.164055992486131,5.33271897023896,0.0928383326073923,0.391574257065442,0.951187186072435
"230",0,"Anonsense1",20,0,0,0,0,0,NA,1
"231",0,"Aprime1",20,0,0,0,0,0,NA,1
"232",0,"B1",20,319.448795180723,26.9804746182979,0.0844568220544206,2.2786851437814,0.0473728373721036,0.359632706527287,0.581903380148707
"233",1,"A1",20,101.225903614458,22.1147827709383,0.218448020725524,4.83093052508639,0.121289098762237,0.3414351424162,0.508676153684296
"234",1,"Anonsense1",20,100.153614457831,24.2255991581208,0.241860273206491,5.85921003097404,0.135236147520134,0.347416118951361,0.755814451018725
"235",1,"Aprime1",20,10.5421686746988,14.5814111723835,1.38184022847793,20.1491805459771,0.583529315592223,0.674052117503919,0
"236",1,"B1",20,307.03313253012,41.0343101427175,0.133643471536339,5.48396765957157,0.0698941443264331,0.479578929720368,0.484313913205088
"237",2,"A1",20,0,0,0,0,0,NA,1
"238",2,"Anonsense1",20,203.55421686747,32.6245706571458,0.160266726437417,5.22863314064696,0.0902152608549406,0.361042143376028,0.290514205026231
"239",2,"Aprime1",20,18.7259036144578,17.7162987777761,0.945580162149482,16.7521806709782,0.464246817779593,0.627637232477703,0.0799905511256764
