,KO_Gene,Paralog,Perc_ID,Paralog_expr,Paralog_expr_count,CTRL_expr,CTRL_expr_count,FC2,KO_FC2,upreg
33,Csnk1a1,Csnk1e,56.0096,33.16888163645074,2222.0,35.99363380655774,2518.5,-0.11791139043576897,-0.915440939190003,0
32,Csnk1a1,Csnk1d,55.1402,94.00209117733104,5509.0,66.88311676035444,4062.5,0.4910507727180278,-0.915440939190003,0
31,Csnk1a1,Cdc7,13.4752,53.01677122297757,1916.0,43.282677650263004,1621.5,0.29265905807002546,-0.915440939190003,0
34,Csnk1a1,Csnk1g1,36.6594,15.161369584508254,3530.0,9.353397315907277,2168.5,0.696837706429612,-0.915440939190003,1
42,Dido1,Phf3,21.7284,47.849291566470725,7200.5,51.44750946056079,6888.0,-0.10462515546796428,0.24667201995847648,0
55,Etv5,Etv2,17.6119,7.193742714116089,24.5,6.856990308145534,25.0,0.0642553363268687,-2.2117688730886984,0
62,Etv5,Spic,16.5289,27.583719273626528,481.5,25.773245029475888,485.5,0.09006964033923129,-2.2117688730886984,0
59,Etv5,Gabpa,18.5022,133.24023546201778,6761.0,133.45563202635353,7295.5,-0.004057602221799163,-2.2117688730886984,0
58,Etv5,Etv6,14.8454,5.7959534219785755,1996.5,5.421160102898221,1978.0,0.09639804012580824,-2.2117688730886984,0
57,Etv5,Etv4,51.0288,103.56862527159207,2850.0,12.067575608946335,330.0,3.0997754933721726,-2.2117688730886984,1
53,Etv5,Ets2,19.6581,32.553210912864735,1072.0,49.182288921102085,1764.5,-0.5955555999882798,-2.2117688730886984,0
56,Etv5,Etv3,12.8655,35.5388219324949,905.5,35.085764091849754,961.5,0.017295165450655427,-2.2117688730886984,0
49,Etv5,Elk4,14.8837,12.290897325515605,501.0,12.08456203696652,527.0,0.02439758344558499,-2.2117688730886984,0
44,Etv5,Elf2,12.1417,11.017934548122504,1563.0,11.234646357476315,1717.0,-0.02821045245739956,-2.2117688730886984,0
45,Etv5,Elf3,13.0435,323.78395111006284,2852.0,388.9415289118884,3696.5,-0.26993623388862026,-2.2117688730886984,0
50,Etv5,Erf,11.9782,198.17082369068322,2873.0,173.1424751154954,2693.5,0.19400934151040883,-2.2117688730886984,0
47,Etv5,Elk1,14.9184,34.28312798852426,1017.5,38.921170009172,1246.0,-0.18327559274230937,-2.2117688730886984,0
46,Etv5,Elf4,10.3817,8.69140987919156,709.0,7.2661916952806,622.5,0.2544054483848127,-2.2117688730886984,0
63,Fbxw7,Btrc,24.2975,7.237914553101737,2030.0,5.774034778337058,1516.0,0.3258469132644468,-0.3781425435111255,0
67,Fbxw7,Fbxw11,26.1101,27.44386802260965,5385.0,17.770229171461253,3330.0,0.6269972274493061,-0.3781425435111255,1
68,Fbxw7,Fbxw17,13.5193,11.81046937537428,337.0,11.125266562881718,308.0,0.08409630218612026,-0.3781425435111255,0
70,Fbxw7,Fbxw9,19.214,63.95660048417501,871.0,70.4947648658827,937.5,-0.14061419999857386,-0.3781425435111255,0
71,Fbxw7,Traf7,17.7877,108.28592752063295,4066.0,92.97138065561057,3403.0,0.21979014711913597,-0.3781425435111255,0
72,Fbxw7,Wdr54,17.6647,5.13088744059967,57.0,5.9616166791636305,66.5,-0.22357500023320837,-0.3781425435111255,0
74,Fbxw7,Wdr86,27.3684,14.233130383412552,491.5,11.492514118590396,379.5,0.30838060521196786,-0.3781425435111255,0
69,Fbxw7,Fbxw8,12.0401,13.850188122035377,2275.5,12.736522316734762,2025.5,0.12092276344199315,-0.3781425435111255,0
77,Hprt,Pgm1,7.41379,9.568301355343607,1140.0,14.831538949580391,1528.0,-0.6323336299933506,-3.6249904623595235,0
78,Hprt,Pgm2,9.19355,15.080322425324809,1129.5,17.674114704135274,1127.5,-0.23175095357565673,-3.6249904623595235,0
79,Hprt,Pgm2l1,8.37359,11.359693586879139,1221.5,9.335803924285742,821.0,0.28291265029760615,-3.6249904623595235,0
80,Hprt,Pgm3,6.08856,49.54063002634007,1923.5,43.19231106586146,1409.0,0.1952969543549704,-3.6249904623595235,0
87,Jarid2,Kdm5c,13.7709,75.76826808688654,6013.0,73.43664723765497,5735.0,0.04488342210530164,-0.24593430866278554,0
86,Jarid2,Kdm5b,13.1477,124.34860889937906,17959.5,156.30445009959956,22258.5,-0.3300451400447787,-0.24593430866278554,0
85,Jarid2,Kdm5a,12.2485,35.2253540077985,5344.0,29.69683564310845,4407.0,0.2462953793627166,-0.24593430866278554,0
83,Jarid2,Kdm4b,9.48435,7.376821731054706,947.0,8.347378608297815,1077.0,-0.1791216475361142,-0.24593430866278554,0
82,Jarid2,Kdm4a,9.21053,59.656432406700006,4894.0,47.372939779438774,3813.0,0.3322981451312962,-0.24593430866278554,0
84,Jarid2,Kdm4c,9.58254,10.31121187695949,2951.5,12.058685906469776,3449.0,-0.22585933115789197,-0.24593430866278554,0
89,Jmjd1c,Hr,24.6078,5.705206101331713,200.5,4.569223287255159,145.0,0.3195772695050259,0.08250532886791015,0
90,Jmjd1c,Kdm3a,37.415,131.2758212457897,11499.0,114.28808678705249,9520.5,0.19989979704203967,0.08250532886791015,0
91,Jmjd1c,Kdm3b,35.4143,88.49210498815647,10762.0,58.00112737119391,6694.0,0.608199289066264,0.08250532886791015,1
92,Kdm6a,Kdm6b,27.1785,141.53551747553252,4935.0,114.43873980602007,3272.0,0.3065886180463944,-0.5369616505079459,0
93,Kdm6a,Uty,78.2178,5.789132313479256,1651.0,5.822717682083816,1370.0,-0.00834554009319107,-0.5369616505079459,0
106,L3mbtl3,Sfmbt2,13.0256,3.4662498255935903,1020.5,6.197657749883856,2225.5,-0.8509816106519051,0.7205037584061786,0
105,L3mbtl3,Sfmbt1,14.0209,5.985462214379737,1013.5,5.79063979292695,985.5,0.047468741277392514,0.7205037584061786,0
100,L3mbtl3,Samd1,11.1753,609.7580374456993,3328.0,558.4389692078491,3092.0,0.12565698876816017,0.7205037584061786,0
99,L3mbtl3,Phc3,8.35882,8.283503354111378,975.5,7.386992692858037,852.0,0.16171578440182002,0.7205037584061786,0
97,L3mbtl3,Phc1,8.11881,361.47852929740793,15580.5,269.96425137337485,11711.5,0.42108406296042555,0.7205037584061786,0
96,L3mbtl3,Mbtd1,19.1759,39.48668210817006,4449.5,46.281643483585384,5283.0,-0.22907510166487532,0.7205037584061786,0
95,L3mbtl3,L3mbtl2,17.0501,155.80967327866057,7133.0,107.90138298206391,4984.0,0.529875191419771,0.7205037584061786,1
98,L3mbtl3,Phc2,9.17647,8.84308295717153,1462.0,5.216079178771254,789.0,0.7610982539018956,0.7205037584061786,1
124,Lmna,Lmnb2,51.0569,128.78039815398432,3080.5,89.90316569291451,2889.0,0.5181468053377417,-1.0192357417348277,1
130,Lmna,Vim,27.2532,412.93726713699857,5204.5,322.8422148973032,5462.5,0.33689371970550347,-1.0192357417348277,0
128,Lmna,Prph,24.2604,31.08444018505543,161.5,29.783820684091587,209.5,0.04818748324041448,-1.0192357417348277,0
127,Lmna,Nes,4.66738,62.563270767344704,817.0,38.69047519063736,673.0,0.6929777604282185,-1.0192357417348277,1
125,Lmna,Nefl,21.3628,90.17113764648548,661.0,37.65327781375993,366.5,1.2577093657977776,-1.0192357417348277,1
123,Lmna,Lmnb1,54.4218,228.28330185792223,14696.5,196.47346759466168,17038.5,0.2111667802451047,-1.0192357417348277,0
129,Lmna,Synm,5.63741,5.693264301932717,196.0,5.6070426791967485,259.5,0.014687861945867145,-1.0192357417348277,0
119,Lmna,Krt42,25.6637,17.69745579509312,165.5,15.200404214129435,190.0,0.2124588988879279,-1.0192357417348277,0
114,Lmna,Krt18,24.5863,28.43938416294647,149.5,23.23836046993767,165.0,0.29047542192240117,-1.0192357417348277,0
113,Lmna,Krt17,25.1732,11.292035397767757,70.0,10.037334577597113,83.5,0.16754924272410027,-1.0192357417348277,0
110,Lmna,Krt10,19.7861,8.939446994652776,46.0,11.179563135445122,80.0,-0.3442093937337999,-1.0192357417348277,0
109,Lmna,Ina,22.3553,49.01849309341444,720.0,44.032596647576185,873.5,0.13712581782966343,-1.0192357417348277,0
122,Lmna,Krt8,25.7143,22.331271482632314,236.0,11.146091166452823,150.5,0.9717700559762319,-1.0192357417348277,1
107,Lmna,Des,26.6525,26.08712004064172,292.0,11.821131067172532,170.5,1.1261157002269262,-1.0192357417348277,1
162,Macf1,Utrn,13.1195,9.968204425742368,7457.5,8.317044162677341,6795.5,0.26010428379790385,0.40273940970469385,0
156,Macf1,Sptbn2,18.2161,4.404355143756467,239.0,5.04503212588081,318.0,-0.200662772577417,0.40273940970469385,0
155,Macf1,Sptbn1,19.2129,48.303757302365625,13626.5,40.516083846288836,12716.0,0.25207479048000436,0.40273940970469385,0
153,Macf1,Sptan1,10.1681,206.18918722940026,23115.0,129.08559742183934,16089.5,0.6753469634235542,0.40273940970469385,1
152,Macf1,Spta1,10.766,6.570668036771039,715.5,2.9954887735687223,288.5,1.0955502584156331,0.40273940970469385,1
150,Macf1,Plec,27.8192,13.341745479875133,1296.5,12.360355558913675,1334.0,0.10630815964854848,0.40273940970469385,0
148,Macf1,Mical3,11.7906,6.469603432882158,1864.0,6.651029336646011,2145.5,-0.040315789582484204,0.40273940970469385,0
146,Macf1,Mical1,15.3626,63.81925055688674,1149.5,63.775831812069114,1284.5,0.00011040331379692792,0.40273940970469385,0
151,Macf1,Smtnl2,15.7895,68.94239015339096,2626.0,73.66632799856175,3127.0,-0.10607546611590365,0.40273940970469385,0
144,Macf1,Flnc,12.8026,8.113614353689567,347.0,12.007403298484002,600.5,-0.5724363252650357,0.40273940970469385,0
143,Macf1,Flnb,12.4904,24.222034121399545,5300.0,24.200476533110788,5905.0,0.0010136307502592711,0.40273940970469385,0
142,Macf1,Flna,12.6936,746.1996597155203,33494.5,468.7647645409775,23496.0,0.6656635519754722,0.40273940970469385,1
138,Macf1,Dsp,22.2685,6.426586082520654,439.5,18.148149910666753,1546.0,-1.5022993542470675,0.40273940970469385,0
134,Macf1,Actn4,25.8584,182.10579917544533,21358.0,134.98775160284217,17662.0,0.4305295057076883,0.40273940970469385,0
133,Macf1,Actn3,26.8889,19.353441871215516,522.5,26.211452981523195,806.0,-0.441547867194819,0.40273940970469385,0
131,Macf1,Actn1,26.5695,57.61051357164553,8985.0,53.47212114469216,9295.5,0.10712402354736136,0.40273940970469385,0
145,Macf1,Gas2l3,17.8624,28.86820421023519,1671.5,32.12504781397598,2084.0,-0.1558665502204784,0.40273940970469385,0
163,Mbd3,Mbd1,10.559,20.96242828909891,550.0,13.789648962113631,368.5,0.6034279202308201,-0.7030638034795708,1
164,Mbd3,Mbd2,45.8937,7.930710662629566,733.0,8.095145492336787,785.5,-0.030258958620476117,-0.7030638034795708,0
178,Msi2,Rbm3,27.9221,150.79998476666051,1933.0,155.65143389859583,2040.0,-0.04617435982077613,-2.267984236854986,0
179,Msi2,Rbm39,12.6415,213.436664213157,13151.5,233.5721006705605,14667.0,-0.13242828215393412,-2.267984236854986,0
180,Msi2,Rbm4,11.0803,5.049482931127011,73.5,11.108459526955315,185.5,-1.1577468990592898,-2.267984236854986,0
183,Msi2,Rbm4b,11.2045,17.125351432941176,319.0,23.19271327816803,448.0,-0.43760224539155185,-2.267984236854986,0
189,Msi2,Trnau1ap,18.8153,38.82508829117003,1253.0,33.14969915042644,1092.0,0.2229847424863562,-2.267984236854986,0
185,Msi2,Rbmxl1,23.1959,165.56959168183823,1118.0,153.1540657881268,1057.0,0.11237028089850343,-2.267984236854986,0
186,Msi2,Rbmxl2,22.5974,625.3519094210949,1703.5,813.2063126669146,2279.0,-0.4045369875494419,-2.267984236854986,0
187,Msi2,Tia1,15.8031,24.086576755649446,1269.5,47.195534881967774,2576.5,-0.985464373535144,-2.267984236854986,0
177,Msi2,Rbm19,5.56723,19.189076922675063,2813.5,15.594494100482633,2301.5,0.2981963589639803,-2.267984236854986,0
184,Msi2,Rbmx,23.2737,12.043046737137303,197.5,29.110968221086196,509.5,-1.2820080949612898,-2.267984236854986,0
176,Msi2,Ncl,9.47666,4014.2901438763747,110518.0,4004.481483226952,112423.5,0.001413794073708112,-2.267984236854986,0
188,Msi2,Tial1,14.5408,73.55757287546166,2990.5,95.26531847836564,3952.0,-0.37832977104851834,-2.267984236854986,0
174,Msi2,Hnrnpdl,23.8095,917.3844020473862,10484.0,1007.9020478202,11705.5,-0.14261612036333726,-2.267984236854986,0
173,Msi2,Hnrnpd,27.3239,447.5317891972873,19252.0,412.20005240428503,18077.5,0.11764344163454148,-2.267984236854986,0
172,Msi2,Hnrnpab,30.4217,2960.916683964416,37393.0,2600.6900225961117,33504.0,0.18697511257922445,-2.267984236854986,0
171,Msi2,Hnrnpa3,31.3984,52.028216643951936,974.0,76.38976861114153,1459.5,-0.5637632314492806,-2.267984236854986,0
170,Msi2,Hnrnpa2b1,29.745,2820.891322198263,47435.5,3188.1769554711436,54601.5,-0.17997294182295626,-2.267984236854986,0
169,Msi2,Hnrnpa1,30.8311,194.4601371510744,2271.5,199.7607250680217,2376.0,-0.040779835175996954,-2.267984236854986,0
168,Msi2,Hnrnpa0,31.8033,2504.3698703084124,12546.5,2725.4589653920093,13925.5,-0.12217381193184457,-2.267984236854986,0
167,Msi2,Dnd1,10.5114,120.96930080465592,570.5,65.54102386808489,313.5,0.8840640301931072,-2.267984236854986,1
166,Msi2,Dazap1,24.3842,94.3423642855339,4699.0,81.20312501999452,4122.0,0.21624646500527495,-2.267984236854986,0
165,Msi2,Cirbp,36.0465,61.82709260349252,771.5,77.09925513346515,988.0,-0.3219398001833201,-2.267984236854986,0
175,Msi2,Msi1,69.6133,14.458143081148595,656.5,20.088128654237284,949.5,-0.4747872037748887,-2.267984236854986,0
192,Myc,Mycn,38.7446,569.177498685786,5903.5,246.643052715957,2729.0,1.205690600380499,0.9886657975221533,1
190,Myc,Bmyc,55.8824,85.24770129131562,145.0,107.58853255209723,200.0,-0.35049453350669957,0.9886657975221533,0
191,Myc,Mycl,34.7826,75.66175856137895,903.0,52.97530465548726,676.5,0.5125577455200669,0.9886657975221533,1
212,Myo10,Myo1b,30.0176,12.335380830398723,4372.0,13.121154907292468,3851.0,-0.09145751544026448,0.2819169021076044,0
225,Myo10,Myo9b,18.985,18.948172371310775,3662.5,17.547690543983073,2778.0,0.11017696168518365,0.2819169021076044,0
224,Myo10,Myo9a,16.3436,8.899181576012037,3260.5,8.895959442715943,2678.0,-0.002518482545084591,0.2819169021076044,0
221,Myo10,Myo5c,20.8955,5.236568863125975,721.5,7.098529840068844,855.0,-0.44095330056508053,0.2819169021076044,0
219,Myo10,Myo5a,21.1321,5.371703029229742,1547.5,6.429972041861758,1579.0,-0.25944221249962196,0.2819169021076044,0
226,Myo10,Tmf1,16.8653,34.746697257838804,2044.5,44.03456122403806,2150.5,-0.3429418782622562,0.2819169021076044,0
215,Myo10,Myo1e,28.0939,7.922335116782909,3089.0,7.125324420914266,2249.0,0.15127213268413492,0.2819169021076044,0
213,Myo10,Myo1c,28.8805,39.92442286408793,2112.5,36.352535150097054,1578.5,0.1351127725427933,0.2819169021076044,0
211,Myo10,Myo1a,31.0642,7.279569613779252,229.5,6.924118102191284,179.0,0.06507048579948704,0.2819169021076044,0
216,Myo10,Myo1f,27.2313,11.39003594176479,1254.0,7.979763574189059,694.0,0.5132424315756282,0.2819169021076044,1
208,Myo10,Myo18a,14.2103,11.843674793095817,2584.0,9.589381640589643,1686.0,0.29862205160650096,0.2819169021076044,0
206,Myo10,Myh9,22.8571,113.9493163057019,21370.5,84.48907664640525,12982.0,0.43014375020335754,0.2819169021076044,0
205,Myo10,Myh7b,25.1417,18.51422061186264,938.0,16.766167083388552,693.5,0.1421203167931103,0.2819169021076044,0
200,Myo10,Myh14,21.3478,6.015644407710296,756.5,5.605837147395306,571.5,0.10086826733313281,0.2819169021076044,0
199,Myo10,Myh13,23.8906,18.352558508069734,2009.0,11.30737363624343,981.5,0.6982718591487518,0.2819169021076044,1
197,Myo10,Myh10,23.4973,29.427289531659852,8246.0,25.039810947541206,5730.5,0.22991418088817867,0.2819169021076044,0
196,Myo10,Cgnl1,13.2614,14.556469854730722,4561.0,9.058884169854647,2230.0,0.6839149187953655,0.2819169021076044,1
195,Myo10,Cgn,14.3456,8.796021233439653,478.0,9.643071103022336,436.5,-0.13431345200951955,0.2819169021076044,0
193,Myo10,Ccdc102a,24.408,22.198756212309576,748.5,17.739547633817224,486.5,0.3234590984947975,0.2819169021076044,0
210,Myo10,Myo19,26.999,18.013757659953754,1226.0,16.993015592250472,946.0,0.08412994067526806,0.2819169021076044,0
250,Nes,Vim,21.03,468.3488971128337,8260.0,322.8422148973032,5462.5,0.533135150841526,-4.961903243473635,1
249,Nes,Synm,6.53427,3.5617451928279493,150.5,5.6070426791967485,259.5,-0.6557156338308823,-4.961903243473635,0
248,Nes,Prph,18.5404,3.320068891372316,17.5,29.783820684091587,209.5,-3.233902332231895,-4.961903243473635,0
246,Nes,Nefl,17.8637,47.78058993323326,486.0,37.65327781375993,366.5,0.3436431468275193,-4.961903243473635,0
245,Nes,Lmnb2,14.9593,125.60843810780261,4217.0,89.90316569291451,2889.0,0.4819934262700586,-4.961903243473635,0
244,Nes,Lmnb1,15.1361,227.97243540486923,20557.5,196.47346759466168,17038.5,0.2142185243371521,-4.961903243473635,0
242,Nes,Krt8,17.3469,3.297362603306158,35.5,11.146091166452823,150.5,-1.7590536884322518,-4.961903243473635,0
234,Nes,Krt18,17.7305,8.521412975517762,57.5,23.23836046993767,165.0,-1.4831045728349586,-4.961903243473635,0
233,Nes,Krt17,16.3972,1.8372788898470138,8.0,10.037334577597113,83.5,-2.4497352154352967,-4.961903243473635,0
230,Nes,Krt10,15.1515,10.748113352817217,79.5,11.179563135445122,80.0,-0.0835945928194726,-4.961903243473635,0
229,Nes,Ina,16.9661,65.58196715088792,1363.0,44.032596647576185,873.5,0.5747119306213533,-4.961903243473635,1
227,Nes,Des,20.2559,3.0455059393514157,33.5,11.821131067172532,170.5,-1.9585876548698173,-4.961903243473635,0
239,Nes,Krt42,18.1416,2.622610142278963,22.5,15.200404214129435,190.0,-2.5521450556484186,-4.961903243473635,0
251,Nmnat2,Nmnat1,35.7895,11.164732797479079,318.0,11.732867783332718,361.0,-0.07412851407334785,-2.4411471007016283,0
253,Nmt1,Nmt2,69.3762,40.202129661140305,3905.0,65.7966778494504,5529.5,-0.7119534908025789,-1.6000812646182738,0
265,Nsd1,Setd1b,6.24685,33.496154621320045,1495.0,17.41700350929688,828.0,0.9434969773347823,0.37133659049254575,1
271,Nsd1,Suv39h2,19.4969,52.868395853635434,1734.5,53.302051238047675,1920.0,-0.013014829479799837,0.37133659049254575,0
270,Nsd1,Suv39h1,20.5811,28.972741344295784,661.5,26.94548121985541,672.0,0.1028031196556863,0.37133659049254575,0
269,Nsd1,Setmar,22.6537,8.731863851567011,162.5,11.020299947010088,231.0,-0.33624404506568006,0.37133659049254575,0
268,Nsd1,Setdb2,11.2202,7.828961022941457,462.0,9.499806254451979,631.0,-0.27964672750839004,0.37133659049254575,0
267,Nsd1,Setdb1,9.25076,102.83185036891224,5968.0,106.2714663412219,6761.0,-0.04758969611846088,0.37133659049254575,0
266,Nsd1,Setd2,9.38116,38.40873007458384,5601.0,33.76257645009518,5373.5,0.18596805197174143,0.37133659049254575,0
264,Nsd1,Setd1a,6.29371,39.34598517976599,1565.0,33.7830208184064,1464.0,0.2198315318578557,0.37133659049254575,0
256,Nsd1,Ehmt2,12.114,164.5605969455567,4435.5,127.27270958251827,3753.5,0.37068453161843096,0.37133659049254575,0
261,Nsd1,Kmt2c,3.71126,8.338970495751518,2899.0,7.376987286207658,2755.0,0.17653688521841518,0.37133659049254575,0
254,Nsd1,Ash1l,9.12779,7.850710673040664,1535.0,7.595808657914447,1620.0,0.04742900690393339,0.37133659049254575,0
255,Nsd1,Ehmt1,11.4198,15.770517144746693,3333.5,11.410025585795793,2572.0,0.4668001426617687,0.37133659049254575,0
257,Nsd1,Ezh1,14.4,17.369829301012167,1007.0,16.789837637610226,1065.0,0.046424034587579675,0.37133659049254575,0
262,Nsd1,Kmt2d,3.38225,70.10459577457071,4754.5,40.02621780565991,2933.0,0.8081076878662748,0.37133659049254575,1
259,Nsd1,Kmt2a,5.90015,26.453504893190342,3452.5,19.001448169975465,2672.0,0.4772660364907001,0.37133659049254575,0
260,Nsd1,Kmt2b,7.35024,150.77292060138365,5178.5,118.36585384488038,4440.0,0.3485415985890902,0.37133659049254575,0
258,Nsd1,Ezh2,14.7453,58.11758736683927,6481.0,63.91867524039084,7843.5,-0.13748476271209373,0.37133659049254575,0
273,Pten,Hvcn1,9.29368,20.491848735619925,1371.0,17.384409906194925,1108.0,0.23717486555433476,-1.3493071624075714,0
276,Pten,Tns3,7.42605,27.170954977238488,12085.5,13.296961702004515,5466.0,1.0308934753259567,-1.3493071624075714,1
277,Pum1,Pum2,77.955,73.275730908608,10777.0,67.04950731146499,9897.0,0.12799521872738048,-0.5531519182324847,0
293,Raf1,Ripk2,13.1725,7.316830254520781,415.0,8.073785914513335,553.0,-0.14424840697818864,-0.04225672109998607,0
296,Raf1,Tesk2,15.4386,9.287108580774357,1144.0,6.329725122114407,864.0,0.5527850660292758,-0.04225672109998607,1
295,Raf1,Tesk1,13.3971,29.872936266917094,287.0,24.48708118916865,274.0,0.2866017711877107,-0.04225672109998607,0
294,Raf1,Ripk3,16.0494,73.22232349408955,452.0,59.781597784919086,435.0,0.2925196382819052,-0.04225672109998607,0
292,Raf1,Ripk1,11.7378,8.357090855086835,414.5,7.452988457708961,429.5,0.16517749648122237,-0.04225672109998607,0
290,Raf1,Map3k9,10.8182,5.83511297993597,469.0,7.7307855332680955,771.0,-0.4064011965609049,-0.04225672109998607,0
288,Raf1,Map3k12,12.2748,22.185084164115587,667.0,18.692389555243956,655.0,0.2470613255566354,-0.04225672109998607,0
284,Raf1,Limk2,17.0846,24.450282060120276,2456.0,14.59970808806332,1683.0,0.7433224699235828,-0.04225672109998607,1
286,Raf1,Map3k10,12.3142,18.907514432139887,526.5,14.87955230105198,482.5,0.34513898136792764,-0.04225672109998607,0
283,Raf1,Limk1,17.4652,23.54989753455139,1177.5,20.17194089037162,1188.5,0.2197734714296102,-0.04225672109998607,0
281,Raf1,Ksr1,14.3184,5.52935707854996,966.5,3.7617299289192188,700.0,0.5534229853458532,-0.04225672109998607,1
280,Raf1,Ilk,19.2478,101.04027674016278,1024.0,84.52239209765105,1008.5,0.2573917324086771,-0.04225672109998607,0
279,Raf1,Braf,45.6468,8.581786149630513,1499.0,12.253761116243902,2620.5,-0.5139061108871418,-0.04225672109998607,0
278,Raf1,Araf,62.0861,18.083321265957203,1738.0,14.360713998950057,1598.5,0.3323682365209794,-0.04225672109998607,0
287,Raf1,Map3k11,12.9412,40.36111294319053,903.5,27.029803308502935,701.0,0.5778151273310982,-0.04225672109998607,1
297,Smg7,Smg5,19.2724,400.74441648241753,20268.0,121.35893264571189,5988.0,1.72222915156655,0.868138104008747,1
306,Sulf1,Sulf2,62.4,41.22868279161386,7083.5,38.21100849882357,5855.0,0.10964567659197771,-0.3774332248850063,0
305,Sulf1,Sgsh,17.7291,5.426564469068902,114.5,5.030293719202493,93.0,0.07117337423657374,-0.3774332248850063,0
298,Sulf1,Arsa,20.5534,67.96866094048362,706.5,52.808583752985214,488.0,0.36211208852502685,-0.3774332248850063,0
303,Sulf1,Gns,39.7059,33.52251980628941,2230.5,27.89064169590962,1651.0,0.26498655001899774,-0.3774332248850063,0
304,Sulf1,Ids,15.7609,13.014834919392406,564.0,14.702605680857314,575.0,-0.17593555853495713,-0.3774332248850063,0
307,Tcf7l1,Lef1,57.6826,20.160243204834146,4582.0,3.9060377432010616,630.0,2.3676750173249914,-2.5605124633064653,1
308,Tcf7l1,Tcf7,44.1527,62.1322011915335,3974.5,49.77792836440462,2881.0,0.3197361793584926,-2.5605124633064653,0
310,Tet1,Tet2,19.4271,16.288552241823563,2193.0,50.24767701179968,7645.5,-1.631202379724261,-0.9763761328435163,0
337,Trim71,Trim37,8.53278,29.663642516925634,3254.5,31.595528885786816,5465.5,-0.09102814158064154,-1.7960560975768265,0
